iter	RMSE
163	0.003382301296
164	0.00336047496
165	0.003344500782
166	0.003333676702
167	0.003317134071
168	0.003306693125
169	0.003297078994
170	0.003291189793
171	0.003270299093
172	0.003250370765
173	0.003239535488
174	0.003220089668
175	0.003211286319
176	0.003192919391
177	0.003181605224
178	0.00316085977
179	0.003151285428
180	0.00314092216
181	0.003126185516
182	0.003112851814
183	0.003091934376
184	0.003087137952
185	0.003079378235
186	0.003058789153
187	0.003041939185
188	0.003037723069
189	0.003025829248
190	0.003019808251
191	0.00301393714
192	0.003000838973
193	0.002991340607
194	0.002981907881
195	0.002973804971
196	0.002968106047
197	0.002953461746
198	0.002935994515
199	0.002930365222
200	0.00291202631
201	0.002894396424
202	0.002885676392
203	0.002872041881
204	0.002858158102
205	0.002850680189
206	0.002839185472
207	0.00282678708
208	0.002808093529
209	0.002791426265
210	0.002772739397
211	0.00276662729
212	0.002756692951
213	0.002743215983
214	0.002726769567
215	0.002710918665
216	0.002697547642
217	0.002688537704
218	0.002678137142
219	0.002676020841
220	0.002666082476
221	0.0026632236
222	0.002659125196
223	0.002638772779
224	0.002631777206
225	0.002620763479
226	0.002606356408
227	0.002592672102
228	0.002580947824
229	0.002565603996
230	0.002558206104
231	0.002547635222
232	0.002534534523
233	0.002531155531
234	0.002526657408
235	0.002523855327
236	0.002507872493
237	0.002495645665
238	0.002481082831
239	0.002468082033
240	0.002465710132
241	0.002454112399
242	0.002445455474
243	0.002437169207
244	0.002426597678
245	0.002420536682
246	0.002415776781
247	0.00240572525
248	0.002398099558
249	0.002391493879
250	0.002385538042
251	0.002376395971
252	0.002372486186
253	0.002366591547
254	0.002360176686
255	0.002348564938
256	0.002338983524
257	0.002329349287
258	0.002320077417
259	0.002310230696
260	0.002305094324
261	0.002296119188
262	0.002285015955
263	0.00227382953
264	0.002264039169
265	0.002255579776
266	0.002250078963
267	0.002246681315
268	0.002240182666
269	0.002233586403
270	0.002222990347
271	0.002217024233
272	0.002210297915
273	0.002201322437
274	0.002195298589
275	0.002190517128
276	0.002188462224
277	0.002179071303
278	0.00216554426
279	0.002153722214
280	0.002150936548
281	0.002139574375
282	0.002129659599
283	0.002119577899
284	0.002114222668
285	0.002107662901
286	0.00210227216
287	0.002097656409
288	0.002082572565
289	0.002074498639
290	0.002070279255
291	0.002055684793
292	0.002048572264
293	0.002043381262
294	0.002035139387
295	0.002029288233
296	0.00202147255
297	0.002010710334
298	0.002001646631
299	0.001995931979
300	0.001985953394
301	0.001980669273
302	0.001973035508
303	0.001971286134
304	0.001962789376
305	0.001956529751
306	0.001951579629
307	0.001941174481
308	0.001936418089
309	0.001933420962
310	0.001930665968
311	0.001923738488
312	0.001918644592
313	0.001910795057
314	0.001905332564
315	0.001900656765
316	0.001890582732
317	0.001886535746
318	0.001878933786
319	0.001873817452
320	0.001869128569
321	0.001859773706
322	0.0018550883
323	0.001850494009
324	0.001845786478
325	0.001843983813
326	0.001839540385
327	0.001837607649
328	0.001829752489
329	0.00182799164
330	0.001820471549
331	0.001815252786
332	0.001809468172
333	0.001804126864
334	0.001798638773
335	0.001791067194
336	0.001782668224
337	0.001778063677
338	0.001767602737
339	0.001764669331
340	0.001756641219
341	0.001747754441
342	0.001746150264
343	0.001742660794
344	0.001739785869
345	0.001736452787
346	0.00172422541
347	0.001721241581
348	0.001711205372
349	0.001704393191
350	0.001701329882
351	0.001697139833
352	0.001693329599
353	0.001689679563
354	0.00168699212
355	0.001679896445
356	0.00167448444
357	0.001665741197
358	0.001659451686
359	0.001654163045
360	0.001652031915
361	0.001648132728
362	0.001640882373
363	0.001636886199
364	0.001631900784
365	0.001625929468
366	0.001620582943
367	0.001615569637
368	0.001607797677
369	0.00159950985
370	0.001595764289
371	0.00158915096
372	0.001583582317
373	0.001574846989
374	0.001569404475
375	0.001563995695
376	0.001561641158
377	0.001559250033
378	0.001556468578
379	0.00155375493
380	0.00154899809
381	0.001547485089
382	0.001544930702
383	0.001541077135
384	0.001534179702
385	0.001528732584
386	0.001523634577
387	0.00151596875
388	0.001512209222
389	0.001507926296
390	0.001501454912
391	0.001495023309
392	0.001490739795
393	0.001488012215
394	0.001485793871
395	0.00147965928
396	0.001471269846
397	0.001466238879
398	0.001464086538
399	0.00145994088
400	0.001454127666
401	0.001448933949
402	0.001446418152
403	0.001442860263
404	0.001440247381
405	0.001437397774
406	0.001435707006
407	0.001428210063
408	0.001421445036
409	0.001417288924
410	0.001413757142
411	0.001410043296
412	0.001407164621
413	0.001403662567
414	0.00139912948
415	0.001392731741
416	0.001387554183
417	0.001383855811
418	0.001381474312
419	0.001376544221
420	0.001374348455
421	0.001371812945
422	0.00136761294
423	0.001362239299
424	0.001358088052
425	0.001352792352
426	0.001349118658
427	0.001344834703
428	0.001343348511
429	0.00134015399
430	0.001338652492
431	0.00133733233
432	0.001335454525
433	0.001330761931
434	0.001327593561
435	0.001324357297
436	0.00131979531
437	0.00131605971
438	0.001312254116
439	0.001308320007
440	0.001305793703
441	0.001304757607
442	0.001303210557
443	0.001301627275
444	0.001296236745
445	0.001290588196
446	0.001287516003
447	0.001281849647
448	0.001279927761
449	0.00127835989
450	0.001274327422
451	0.0012707016
452	0.001266986109
453	0.001263210463
454	0.001261144276
455	0.001256692847
456	0.001253581346
457	0.001250416188
458	0.001246178059
459	0.001241922713
460	0.001239838452
461	0.001236493829
462	0.001234209129
463	0.001230363528
464	0.001226462481
465	0.001224162657
466	0.00122036088
467	0.001217021701
468	0.001215471877
469	0.001211316988
470	0.001204178698
471	0.001200735824
472	0.001196953703
473	0.001194111049
474	0.001190860327
475	0.001185492667
476	0.001182965586
477	0.001178433539
478	0.001176579588
479	0.001171148252
480	0.001168899474
481	0.00116335768
482	0.001159785742
483	0.001157949289
484	0.00115248131
485	0.001150669433
486	0.001148413972
487	0.001147576381
488	0.001143541471
489	0.001140760255
490	0.00113829624
491	0.001135113762
492	0.001133095483
493	0.001131066815
494	0.00112548362
495	0.001121120209
496	0.001119206309
497	0.001117077116
498	0.001113760383
499	0.001110590598
500	0.001106780801
501	0.001105059575
502	0.001102393212
503	0.001099927044
504	0.001095354307
505	0.001093046519
506	0.00108842804
507	0.001087150391
508	0.001084110721
509	0.001082237802
510	0.001079835162
511	0.001076112622
512	0.001071943204
513	0.00106798579
514	0.001064746915
515	0.001062758154
516	0.001062042645
517	0.00105688602
518	0.001053183302
519	0.001051465796
520	0.001046717042
521	0.001046017629
522	0.001045013343
523	0.001043348413
524	0.001041476077
525	0.001039183534
526	0.001035592194
527	0.001032304721
528	0.00102869509
529	0.001028026254
530	0.0010257838
531	0.001021965732
532	0.001018516068
533	0.001015446131
534	0.001011555514
535	0.001007135679
536	0.001004741649
537	0.00100158681
538	0.0009977327628
539	0.0009935363759
540	0.0009927826603
541	0.0009898615232
542	0.0009878253011
543	0.0009871873916
544	0.0009841974576
545	0.0009814883815
546	0.0009791143012
547	0.0009766074146
548	0.0009723361182
549	0.0009705336824
550	0.0009695442884
551	0.0009660846452
552	0.0009632306427
553	0.0009616336117
554	0.0009599665231
555	0.0009593060422
556	0.000956495461
557	0.0009546669753
558	0.0009539637747
559	0.0009526421482
560	0.0009509243422
561	0.0009479985734
562	0.0009451160445
563	0.0009422618799
564	0.0009404008273
565	0.0009390880105
566	0.0009371163208
567	0.0009342035486
568	0.0009332531806
569	0.0009306440727
570	0.0009274235795
571	0.0009239367687
572	0.0009212095333
573	0.0009182505528
574	0.0009165448436
575	0.0009144705615
576	0.0009125013631
577	0.0009093069853
578	0.0009086912573
579	0.0009069710236
580	0.0009046228761
581	0.0009030672144
582	0.0009014500421
583	0.0009001961605
584	0.0008983720597
585	0.0008958232348
586	0.000891886725
587	0.0008887853676
588	0.0008867032652
589	0.0008849935492
590	0.0008842160554
591	0.0008818424954
592	0.0008781631847
593	0.0008761245791
594	0.0008740443717
595	0.0008703196821
596	0.0008681992812
597	0.0008662821278
598	0.000863267443
599	0.0008597962245
600	0.0008581804898
601	0.0008550777272
602	0.0008516563251
603	0.0008490983292
604	0.0008473681126
605	0.0008447870935
606	0.0008423725154
607	0.0008406925263
608	0.0008383700656
609	0.0008367035348
610	0.000833504625
611	0.0008309525994
612	0.0008295446958
613	0.0008276589315
614	0.0008262503061
615	0.0008248729272
616	0.0008226765239
617	0.0008212560535
618	0.0008193398561
619	0.0008175977066
620	0.0008162023758
621	0.0008125488163
622	0.0008102574211
623	0.0008094727091
624	0.0008072913374
625	0.0008055804703
626	0.0008038169063
627	0.0008023171769
628	0.0007992649375
629	0.0007966785434
630	0.0007954484937
631	0.0007924831447
632	0.0007918196379
633	0.0007883930833
634	0.0007867041003
635	0.0007851279357
636	0.0007829777825
637	0.000780862557
638	0.0007793972326
639	0.0007784546995
640	0.0007751898047
641	0.0007735694949
642	0.0007713147498
643	0.0007696756782
644	0.0007678515055
645	0.0007656324775
646	0.0007633093235
647	0.0007618694515
648	0.0007598165781
649	0.0007581030397
650	0.0007551439813
651	0.0007534616864
652	0.0007511793789
653	0.0007497276796
654	0.0007474460107
655	0.0007464498167
656	0.0007455167783
657	0.0007438980468
658	0.0007425972724
659	0.0007414281808
660	0.0007395947389
661	0.00073812771
662	0.000736502157
663	0.000734667163
664	0.000733090928
665	0.000731212734
666	0.0007292812873
667	0.0007262725814
668	0.0007237559737
669	0.0007226142299
670	0.0007205264858
671	0.0007180464945
672	0.0007163332013
673	0.0007140889857
674	0.0007123204608
675	0.0007089217332
676	0.0007066433424
677	0.0007056674497
678	0.0007043845812
679	0.0007031954275
680	0.0007013289928
681	0.0006998040028
682	0.0006966959538
683	0.000696133587
684	0.0006943258217
685	0.0006916427207
686	0.0006893407245
687	0.0006879859534
688	0.0006875486973
689	0.0006851422619
690	0.0006837849391
691	0.0006824160923
692	0.0006808427814
693	0.0006792495185
694	0.0006771318331
695	0.0006762364383
696	0.0006754060605
697	0.0006730467894
698	0.000671541796
699	0.000669524501
